,Dataset,Column,Algorithm,Comparisons,deletions_val_distStatic,runs_val_distStatic,deletions_comp_distStatic,runs_comp_distStatic,arr_len,introsort,insertion_sort,merge_sort,timsort,quick_sort,selection_sort
825,historical_air_quality_2021_en,Temperature,merge_sort,25323,28,20,118,39,2263,1000000000,1007786,25323,26408,1000000000,1000000000
826,historical_air_quality_2021_en,Wind,merge_sort,25323,34,15,121,39,2263,1000000000,1295704,25323,26164,1000000000,1000000000
827,TeamMemberships,Id,timsort,101809,12,2,83,39,10000,1000000000,20163455,133616,101809,1000000000,1000000000
828,TeamMemberships,TeamId,timsort,101035,11,1,79,39,10000,1000000000,20128385,133616,101035,1000000000,1000000000
829,TeamMemberships,UserId,merge_sort,133616,25,17,125,39,10000,1000000000,22515977,133616,137996,1000000000,1000000000
830,welisara_navy_rf_2017-2018,year,insertion_sort,636,0,0,39,39,637,1000000000,636,5983,3790,1000000000,1000000000
831,welisara_navy_rf_2017-2018,month,timsort,3886,10,1,84,39,637,1000000000,39156,5983,3886,1000000000,1000000000
832,welisara_navy_rf_2017-2018,day,timsort,5143,33,12,130,39,637,1000000000,93461,5983,5143,1000000000,1000000000
833,welisara_navy_rf_2017-2018,obs_val_mm,timsort,5398,31,11,115,39,637,1000000000,51967,5983,5398,1000000000,1000000000
834,clear_data,Unnamed: 0,insertion_sort,589,0,0,39,39,590,1000000000,589,5466,3508,1000000000,1000000000
835,clear_data,age,merge_sort,5466,30,21,126,39,590,1000000000,67237,5466,6100,1000000000,1000000000
836,clear_data,diagnosis,insertion_sort,589,0,0,39,39,590,1000000000,589,5466,3508,1000000000,1000000000
837,clear_data,plasma_CA19_9,merge_sort,5466,18,12,109,39,590,1000000000,54428,5466,5586,1000000000,1000000000
838,clear_data,creatinine,merge_sort,5466,30,22,118,39,590,1000000000,83527,5466,6213,1000000000,1000000000
839,clear_data,LYVE1,merge_sort,5466,26,18,117,39,590,1000000000,53414,5466,6033,1000000000,1000000000
840,clear_data,REG1B,merge_sort,5466,30,22,118,39,590,1000000000,63335,5466,6096,1000000000,1000000000
841,clear_data,TFF1,merge_sort,5466,27,21,117,39,590,1000000000,57099,5466,6153,1000000000,1000000000
842,clear_data,REG1A,timsort,5205,18,13,101,39,590,1000000000,62660,5466,5205,1000000000,1000000000
843,newtrial - Sheet 1 - 01_District_wise_crim 2,YEAR,merge_sort,3688,33,32,120,39,420,1000000000,39689,3688,4292,1000000000,1000000000
844,newtrial - Sheet 1 - 01_District_wise_crim 2,MURDER,merge_sort,3688,27,17,130,39,420,1000000000,40164,3688,4591,1000000000,1000000000
845,newtrial - Sheet 1 - 01_District_wise_crim 2,ATTEMPT TO MURDER,merge_sort,3688,27,18,124,39,420,1000000000,38252,3688,4527,1000000000,1000000000
846,newtrial - Sheet 1 - 01_District_wise_crim 2,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,merge_sort,3688,28,15,126,39,420,1000000000,38652,3688,4354,1000000000,1000000000
847,newtrial - Sheet 1 - 01_District_wise_crim 2,RAPE,merge_sort,3688,28,17,130,39,420,1000000000,40526,3688,4240,1000000000,1000000000
848,newtrial - Sheet 1 - 01_District_wise_crim 2,CUSTODIAL RAPE,timsort,2303,0,0,39,39,420,1000000000,4079,3688,2303,1000000000,1000000000
849,newtrial - Sheet 1 - 01_District_wise_crim 2,OTHER RAPE,merge_sort,3688,28,17,130,39,420,1000000000,40526,3688,4240,1000000000,1000000000
850,newtrial - Sheet 1 - 01_District_wise_crim 2,KIDNAPPING & ABDUCTION,merge_sort,3688,29,17,130,39,420,1000000000,42040,3688,4383,1000000000,1000000000
851,newtrial - Sheet 1 - 01_District_wise_crim 2,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,merge_sort,3688,28,19,127,39,420,1000000000,41864,3688,4404,1000000000,1000000000
852,newtrial - Sheet 1 - 01_District_wise_crim 2,KIDNAPPING AND ABDUCTION OF OTHERS,merge_sort,3688,28,16,129,39,420,1000000000,41964,3688,4539,1000000000,1000000000
853,newtrial - Sheet 1 - 01_District_wise_crim 2,DACOITY,merge_sort,3688,30,17,135,39,420,1000000000,42812,3688,4749,1000000000,1000000000
854,newtrial - Sheet 1 - 01_District_wise_crim 2,PREPARATION AND ASSEMBLY FOR DACOITY,merge_sort,3688,32,16,123,39,420,1000000000,33261,3688,4066,1000000000,1000000000
855,newtrial - Sheet 1 - 01_District_wise_crim 2,ROBBERY,merge_sort,3688,29,16,126,39,420,1000000000,40308,3688,4313,1000000000,1000000000
856,newtrial - Sheet 1 - 01_District_wise_crim 2,BURGLARY,merge_sort,3688,29,19,131,39,420,1000000000,43412,3688,4667,1000000000,1000000000
857,newtrial - Sheet 1 - 01_District_wise_crim 2,THEFT,merge_sort,3688,29,17,131,39,420,1000000000,41482,3688,4377,1000000000,1000000000
858,newtrial - Sheet 1 - 01_District_wise_crim 2,AUTO THEFT,merge_sort,3688,27,14,132,39,420,1000000000,41252,3688,4140,1000000000,1000000000
859,newtrial - Sheet 1 - 01_District_wise_crim 2,OTHER THEFT,merge_sort,3688,29,17,134,39,420,1000000000,41515,3688,4767,1000000000,1000000000
860,newtrial - Sheet 1 - 01_District_wise_crim 2,RIOTS,merge_sort,3688,28,19,128,39,420,1000000000,41905,3688,4365,1000000000,1000000000
861,newtrial - Sheet 1 - 01_District_wise_crim 2,CRIMINAL BREACH OF TRUST,merge_sort,3688,28,20,125,39,420,1000000000,43854,3688,4774,1000000000,1000000000
862,newtrial - Sheet 1 - 01_District_wise_crim 2,CHEATING,merge_sort,3688,27,14,128,39,420,1000000000,39458,3688,4199,1000000000,1000000000
863,newtrial - Sheet 1 - 01_District_wise_crim 2,COUNTERFIETING,merge_sort,3688,28,17,120,39,420,1000000000,39646,3688,4679,1000000000,1000000000
864,newtrial - Sheet 1 - 01_District_wise_crim 2,ARSON,merge_sort,3688,28,19,133,39,420,1000000000,42807,3688,4684,1000000000,1000000000
865,newtrial - Sheet 1 - 01_District_wise_crim 2,HURT/GREVIOUS HURT,merge_sort,3688,30,21,128,39,420,1000000000,41472,3688,4893,1000000000,1000000000
866,newtrial - Sheet 1 - 01_District_wise_crim 2,DOWRY DEATHS,merge_sort,3688,29,17,127,39,420,1000000000,36424,3688,4122,1000000000,1000000000
867,newtrial - Sheet 1 - 01_District_wise_crim 2,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,merge_sort,3688,29,19,126,39,420,1000000000,40081,3688,4605,1000000000,1000000000
868,newtrial - Sheet 1 - 01_District_wise_crim 2,INSULT TO MODESTY OF WOMEN,merge_sort,3688,30,19,130,39,420,1000000000,39281,3688,4283,1000000000,1000000000
869,newtrial - Sheet 1 - 01_District_wise_crim 2,CRUELTY BY HUSBAND OR HIS RELATIVES,merge_sort,3688,29,17,127,39,420,1000000000,40808,3688,4221,1000000000,1000000000
870,newtrial - Sheet 1 - 01_District_wise_crim 2,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,timsort,2793,33,5,114,39,420,1000000000,14079,3688,2793,1000000000,1000000000
871,newtrial - Sheet 1 - 01_District_wise_crim 2,CAUSING DEATH BY NEGLIGENCE,merge_sort,3688,26,16,128,39,420,1000000000,38397,3688,4227,1000000000,1000000000
872,newtrial - Sheet 1 - 01_District_wise_crim 2,OTHER IPC CRIMES,merge_sort,3688,27,17,125,39,420,1000000000,40287,3688,4464,1000000000,1000000000
873,newtrial - Sheet 1 - 01_District_wise_crim 2,TOTAL IPC CRIMES,merge_sort,3688,27,16,129,39,420,1000000000,39907,3688,4298,1000000000,1000000000
874,ratings,User_ID,insertion_sort,510,0,0,39,39,511,1000000000,510,4598,2539,1000000000,1000000000
875,ratings,Food_ID,merge_sort,4598,29,19,123,39,511,1000000000,67352,4598,6320,1000000000,1000000000
876,ratings,Rating,merge_sort,4598,29,18,129,39,511,1000000000,59006,4598,6117,1000000000,1000000000
877,Group1_sales_data,Age,merge_sort,9976,29,19,126,39,1000,1000000000,245889,9976,13486,1000000000,1000000000
878,Group1_sales_data,Quantity,merge_sort,9976,25,16,118,39,1000,1000000000,217557,9976,12967,1000000000,1000000000
879,Group1_sales_data,Unit Price,merge_sort,9976,30,15,125,39,1000,1000000000,245959,9976,13691,1000000000,1000000000
880,Group1_sales_data,Total Sale,merge_sort,9976,31,18,126,39,1000,1000000000,244235,9976,13671,1000000000,1000000000
881,data_result,Unnamed: 0,insertion_sort,9999,0,0,39,39,10000,1000000000,9999,133616,99500,1000000000,1000000000
882,data_result,number,merge_sort,133616,31,19,126,39,10000,1000000000,27171542,133616,140287,1000000000,1000000000
883,data_result,value,merge_sort,133616,37,32,113,39,10000,1000000000,49969937,133616,171969,1000000000,1000000000
884,data_result,params_0TRIGGER_IN_XL,insertion_sort,9999,0,0,39,39,10000,1000000000,9999,133616,99500,1000000000,1000000000
885,data_result,params_1TRIGGER_IN_L,timsort,111432,13,2,91,39,10000,1000000000,5950028,133616,111432,1000000000,1000000000
886,data_result,params_3TRIGGER_IN_S,timsort,132461,26,12,120,39,10000,1000000000,23155634,133616,132461,1000000000,1000000000
887,data_result,params_4TRIGGER_IN_XS,timsort,126164,22,11,115,39,10000,1000000000,18195568,133616,126164,1000000000,1000000000
888,data_result,params_5TRIGGER_OUT_XL,merge_sort,133616,31,19,127,39,10000,1000000000,23970534,133616,145292,1000000000,1000000000
889,data_result,params_TRIGGER_FOLLOW,timsort,130502,26,16,129,39,10000,1000000000,22436385,133616,130502,1000000000,1000000000
890,data_result,params_TRIGGER_OUT,merge_sort,133616,30,18,131,39,10000,1000000000,23324958,133616,142809,1000000000,1000000000
891,data_result,总体盈亏,merge_sort,133616,33,19,126,39,10000,1000000000,37281473,133616,135915,1000000000,1000000000
892,data_result,总体盈利,merge_sort,133616,29,16,127,39,10000,1000000000,25399626,133616,135999,1000000000,1000000000
893,data_result,总体亏损,merge_sort,133616,30,16,120,39,10000,1000000000,26552218,133616,135446,1000000000,1000000000
894,data_result,交易次数,merge_sort,133616,29,16,134,39,10000,1000000000,25367681,133616,136039,1000000000,1000000000
895,data_result,盈利次数,merge_sort,133616,30,17,131,39,10000,1000000000,26089491,133616,136186,1000000000,1000000000
896,data_result,亏损次数,merge_sort,133616,28,15,135,39,10000,1000000000,23209028,133616,135819,1000000000,1000000000
897,data_result,交易天数,insertion_sort,9999,0,0,39,39,10000,1000000000,9999,133616,99500,1000000000,1000000000
898,data_result,盈利天数,timsort,132750,33,17,125,39,10000,1000000000,27958849,133616,132750,1000000000,1000000000
899,data_result,亏损天数,merge_sort,133616,24,14,123,39,10000,1000000000,18678257,133616,133628,1000000000,1000000000
900,data_result,日均次数,merge_sort,133616,29,16,134,39,10000,1000000000,25367681,133616,136039,1000000000,1000000000
901,data_result,日稳次数,merge_sort,133616,29,15,125,39,10000,1000000000,25457066,133616,135583,1000000000,1000000000
902,data_result,交易费用,merge_sort,133616,29,16,134,39,10000,1000000000,25367681,133616,136039,1000000000,1000000000
903,data_result,最大盈利,timsort,112906,6,4,65,39,10000,1000000000,10209649,133616,112906,1000000000,1000000000
904,data_result,最大亏损,insertion_sort,90844,0,0,39,39,10000,1000000000,90844,133616,99639,1000000000,1000000000
905,data_result,最大日盈,merge_sort,133616,29,15,128,39,10000,1000000000,28082641,133616,135709,1000000000,1000000000
906,data_result,最大日亏,merge_sort,133616,32,19,132,39,10000,1000000000,31266025,133616,135527,1000000000,1000000000
907,data_result,盈亏极比,timsort,112945,6,4,65,39,10000,1000000000,10258355,133616,112945,1000000000,1000000000
908,data_result,盈利单均,merge_sort,133616,28,13,126,39,10000,1000000000,21078098,133616,135328,1000000000,1000000000
909,data_result,亏损单均,merge_sort,133616,26,14,128,39,10000,1000000000,23362499,133616,135389,1000000000,1000000000
910,data_result,盈利波动,merge_sort,133616,28,13,127,39,10000,1000000000,21546151,133616,135455,1000000000,1000000000
911,data_result,亏损波动,merge_sort,133616,30,16,127,39,10000,1000000000,25572395,133616,136357,1000000000,1000000000
912,data_result,盈亏波比,merge_sort,133616,26,13,125,39,10000,1000000000,22319220,133616,134905,1000000000,1000000000
913,data_result,分布偏度,merge_sort,133616,29,17,126,39,10000,1000000000,24801049,133616,135538,1000000000,1000000000
914,data_result,分布峰度,merge_sort,133616,31,17,115,39,10000,1000000000,29101999,133616,136185,1000000000,1000000000
915,data_result,盈利比率,merge_sort,133616,32,20,124,39,10000,1000000000,31033107,133616,136495,1000000000,1000000000
916,data_result,盈亏均比,merge_sort,133616,27,14,136,39,10000,1000000000,21932832,133616,135018,1000000000,1000000000
917,data_result,单均盈亏,merge_sort,133616,32,17,123,39,10000,1000000000,33814311,133616,135610,1000000000,1000000000
918,data_result,日均盈亏,merge_sort,133616,33,19,126,39,10000,1000000000,37281239,133616,135915,1000000000,1000000000
919,data_result,周均盈亏,merge_sort,133616,34,18,120,39,10000,1000000000,38028216,133616,136572,1000000000,1000000000
920,data_result,月均盈亏,merge_sort,133616,34,17,121,39,10000,1000000000,35692031,133616,136451,1000000000,1000000000
921,data_result,单均波动,merge_sort,133616,25,14,119,39,10000,1000000000,20084962,133616,136045,1000000000,1000000000
922,data_result,日均波动,merge_sort,133616,26,14,132,39,10000,1000000000,25265648,133616,135592,1000000000,1000000000
923,data_result,周均波动,merge_sort,133616,28,15,128,39,10000,1000000000,28017407,133616,135146,1000000000,1000000000
924,data_result,月均波动,merge_sort,133616,29,15,133,39,10000,1000000000,27705175,133616,135991,1000000000,1000000000
925,data_result,单均夏普,merge_sort,133616,32,17,123,39,10000,1000000000,34269819,133616,135707,1000000000,1000000000
926,data_result,日均夏普,merge_sort,133616,32,20,122,39,10000,1000000000,35751590,133616,135604,1000000000,1000000000
927,data_result,周均夏普,merge_sort,133616,31,18,122,39,10000,1000000000,36142177,133616,136140,1000000000,1000000000
928,data_result,月均夏普,merge_sort,133616,33,17,116,39,10000,1000000000,33726924,133616,135946,1000000000,1000000000
929,data_result,分布_m120,insertion_sort,9999,0,0,39,39,10000,1000000000,9999,133616,99500,1000000000,1000000000
930,data_result,分布_m100,insertion_sort,18924,0,0,39,39,10000,1000000000,18924,133616,99529,1000000000,1000000000
931,data_result,分布_m80,merge_sort,133616,29,16,119,39,10000,1000000000,24578611,133616,135194,1000000000,1000000000
932,data_result,分布_m60,merge_sort,133616,31,17,132,39,10000,1000000000,25986731,133616,135420,1000000000,1000000000
933,data_result,分布_m40,merge_sort,133616,33,16,129,39,10000,1000000000,25618860,133616,135633,1000000000,1000000000
934,data_result,分布_m20,merge_sort,133616,25,18,122,39,10000,1000000000,22535675,133616,135551,1000000000,1000000000
935,data_result,分布_m0,merge_sort,133616,27,13,130,39,10000,1000000000,20527494,133616,134830,1000000000,1000000000
936,data_result,分布_p0,merge_sort,133616,31,19,127,39,10000,1000000000,31273803,133616,136631,1000000000,1000000000
937,data_result,分布_p20,merge_sort,133616,26,14,114,39,10000,1000000000,21413674,133616,135147,1000000000,1000000000
938,data_result,分布_p40,merge_sort,133616,29,15,122,39,10000,1000000000,22162605,133616,134551,1000000000,1000000000
939,data_result,分布_p60,merge_sort,133616,28,16,121,39,10000,1000000000,20721090,133616,134760,1000000000,1000000000
940,data_result,分布_p80,merge_sort,133616,30,17,120,39,10000,1000000000,28779677,133616,135425,1000000000,1000000000
941,data_result,分布_p100,merge_sort,133616,30,17,124,39,10000,1000000000,24273592,133616,133992,1000000000,1000000000
942,data_result,分布_p120,merge_sort,133616,28,14,122,39,10000,1000000000,23472235,133616,134938,1000000000,1000000000
943,data_result,分布差值,merge_sort,133616,26,17,128,39,10000,1000000000,24152259,133616,135418,1000000000,1000000000
944,data_result,盈亏胜次,merge_sort,133616,35,19,121,39,10000,1000000000,41915362,133616,136328,1000000000,1000000000
945,data_result,稳定盈亏,merge_sort,133616,33,17,126,39,10000,1000000000,38060521,133616,135964,1000000000,1000000000
946,data_result,稳频盈亏,merge_sort,133616,35,21,122,39,10000,1000000000,43093673,133616,136016,1000000000,1000000000
947,data_result,胜率赔率,merge_sort,133616,29,14,131,39,10000,1000000000,23222539,133616,135394,1000000000,1000000000
948,data_result,胜赔频率,merge_sort,133616,31,16,130,39,10000,1000000000,27898318,133616,136132,1000000000,1000000000
949,data_result,初级目标,merge_sort,133616,34,20,119,39,10000,1000000000,42499885,133616,136405,1000000000,1000000000
950,data_result,整体目标,merge_sort,133616,33,15,125,39,10000,1000000000,43054212,133616,136195,1000000000,1000000000
951,data_result,综合目标,merge_sort,133616,37,32,113,39,10000,1000000000,49969941,133616,171973,1000000000,1000000000
952,data_result,总体盈亏_test,merge_sort,133616,28,16,114,39,10000,1000000000,22274023,133616,135843,1000000000,1000000000
953,data_result,总体盈利_test,merge_sort,133616,27,17,139,39,10000,1000000000,26296901,133616,135540,1000000000,1000000000
954,data_result,总体亏损_test,merge_sort,133616,29,15,119,39,10000,1000000000,22593748,133616,135505,1000000000,1000000000
955,data_result,交易次数_test,merge_sort,133616,27,16,133,39,10000,1000000000,26054325,133616,135426,1000000000,1000000000
956,data_result,盈利次数_test,merge_sort,133616,27,16,134,39,10000,1000000000,26981563,133616,135616,1000000000,1000000000
957,data_result,亏损次数_test,merge_sort,133616,26,12,129,39,10000,1000000000,23166718,133616,134473,1000000000,1000000000
958,data_result,交易天数_test,insertion_sort,9999,0,0,39,39,10000,1000000000,9999,133616,99500,1000000000,1000000000
959,data_result,盈利天数_test,timsort,112054,8,6,75,39,10000,1000000000,8798479,133616,112054,1000000000,1000000000
960,data_result,亏损天数_test,timsort,112211,15,6,102,39,10000,1000000000,8485355,133616,112211,1000000000,1000000000
961,data_result,日均次数_test,merge_sort,133616,27,16,133,39,10000,1000000000,26054325,133616,135426,1000000000,1000000000
962,data_result,日稳次数_test,merge_sort,133616,23,14,124,39,10000,1000000000,25847589,133616,135075,1000000000,1000000000
963,data_result,交易费用_test,merge_sort,133616,27,16,133,39,10000,1000000000,26054325,133616,135426,1000000000,1000000000
964,data_result,最大盈利_test,timsort,99954,0,0,39,39,10000,1000000000,115290,133616,99954,1000000000,1000000000
965,data_result,最大亏损_test,timsort,129286,28,14,124,39,10000,1000000000,19596640,133616,129286,1000000000,1000000000
966,data_result,最大日盈_test,merge_sort,133616,28,15,134,39,10000,1000000000,27721505,133616,135317,1000000000,1000000000
967,data_result,最大日亏_test,merge_sort,133616,31,15,124,39,10000,1000000000,25057564,133616,135472,1000000000,1000000000
968,data_result,盈亏极比_test,timsort,129347,28,14,124,39,10000,1000000000,19567066,133616,129347,1000000000,1000000000
969,data_result,盈利单均_test,merge_sort,133616,26,15,133,39,10000,1000000000,23519385,133616,134953,1000000000,1000000000
970,data_result,亏损单均_test,merge_sort,133616,25,15,118,39,10000,1000000000,19000314,133616,135636,1000000000,1000000000
971,data_result,盈利波动_test,merge_sort,133616,27,15,134,39,10000,1000000000,22858634,133616,134174,1000000000,1000000000
972,data_result,亏损波动_test,merge_sort,133616,32,16,133,39,10000,1000000000,29653024,133616,136104,1000000000,1000000000
973,data_result,盈亏波比_test,merge_sort,133616,24,15,127,39,10000,1000000000,20575959,133616,134948,1000000000,1000000000
974,data_result,分布偏度_test,merge_sort,133616,26,15,132,39,10000,1000000000,22894608,133616,135295,1000000000,1000000000
975,data_result,分布峰度_test,merge_sort,133616,28,18,121,39,10000,1000000000,25043029,133616,136439,1000000000,1000000000
976,data_result,盈利比率_test,merge_sort,133616,27,16,127,39,10000,1000000000,31334524,133616,136187,1000000000,1000000000
977,data_result,盈亏均比_test,merge_sort,133616,26,13,129,39,10000,1000000000,19567790,133616,135349,1000000000,1000000000
978,data_result,单均盈亏_test,merge_sort,133616,27,16,126,39,10000,1000000000,22288786,133616,135720,1000000000,1000000000
979,data_result,日均盈亏_test,merge_sort,133616,28,16,114,39,10000,1000000000,22274077,133616,135843,1000000000,1000000000
980,data_result,周均盈亏_test,merge_sort,133616,29,17,120,39,10000,1000000000,20644896,133616,136076,1000000000,1000000000
981,data_result,月均盈亏_test,merge_sort,133616,28,16,114,39,10000,1000000000,22270008,133616,135794,1000000000,1000000000
982,data_result,单均波动_test,merge_sort,133616,32,16,132,39,10000,1000000000,28957455,133616,135721,1000000000,1000000000
983,data_result,日均波动_test,merge_sort,133616,30,18,141,39,10000,1000000000,28503673,133616,135375,1000000000,1000000000
984,data_result,周均波动_test,merge_sort,133616,29,17,134,39,10000,1000000000,27558007,133616,135125,1000000000,1000000000
985,data_result,月均波动_test,insertion_sort,9999,0,0,39,39,10000,1000000000,9999,133616,99500,1000000000,1000000000
986,data_result,单均夏普_test,merge_sort,133616,26,16,123,39,10000,1000000000,22486330,133616,135486,1000000000,1000000000
987,data_result,日均夏普_test,merge_sort,133616,26,14,126,39,10000,1000000000,23871621,133616,135666,1000000000,1000000000
988,data_result,周均夏普_test,merge_sort,133616,24,17,129,39,10000,1000000000,26643174,133616,134832,1000000000,1000000000
989,data_result,月均夏普_test,insertion_sort,9999,0,0,39,39,10000,1000000000,9999,133616,99500,1000000000,1000000000
990,data_result,分布_m120_test,insertion_sort,9999,0,0,39,39,10000,1000000000,9999,133616,99500,1000000000,1000000000
991,data_result,分布_m100_test,insertion_sort,11491,0,0,39,39,10000,1000000000,11491,133616,99512,1000000000,1000000000
992,data_result,分布_m80_test,insertion_sort,14778,0,0,39,39,10000,1000000000,14778,133616,99519,1000000000,1000000000
993,data_result,分布_m60_test,timsort,113056,17,5,110,39,10000,1000000000,8172206,133616,113056,1000000000,1000000000
994,data_result,分布_m40_test,merge_sort,133616,32,18,124,39,10000,1000000000,27361615,133616,136020,1000000000,1000000000
995,data_result,分布_m20_test,merge_sort,133616,27,15,123,39,10000,1000000000,24824196,133616,134712,1000000000,1000000000
996,data_result,分布_m0_test,merge_sort,133616,21,14,119,39,10000,1000000000,18209006,133616,134024,1000000000,1000000000
997,data_result,分布_p0_test,merge_sort,133616,33,18,126,39,10000,1000000000,30644695,133616,136595,1000000000,1000000000
998,data_result,分布_p20_test,merge_sort,133616,28,16,134,39,10000,1000000000,25463780,133616,134414,1000000000,1000000000
999,data_result,分布_p40_test,merge_sort,133616,30,15,121,39,10000,1000000000,27504308,133616,134061,1000000000,1000000000
1000,data_result,分布_p60_test,insertion_sort,16440,0,0,39,39,10000,1000000000,16440,133616,99501,1000000000,1000000000
1001,data_result,分布_p80_test,insertion_sort,9999,0,0,39,39,10000,1000000000,9999,133616,99500,1000000000,1000000000
1002,data_result,分布_p100_test,insertion_sort,9999,0,0,39,39,10000,1000000000,9999,133616,99500,1000000000,1000000000
1003,data_result,分布_p120_test,insertion_sort,9999,0,0,39,39,10000,1000000000,9999,133616,99500,1000000000,1000000000
1004,data_result,分布差值_test,merge_sort,133616,26,14,126,39,10000,1000000000,23022604,133616,135056,1000000000,1000000000
1005,data_result,盈亏胜次_test,merge_sort,133616,28,17,114,39,10000,1000000000,22245588,133616,135825,1000000000,1000000000
1006,data_result,稳定盈亏_test,merge_sort,133616,26,16,124,39,10000,1000000000,22564941,133616,135818,1000000000,1000000000
1007,data_result,稳频盈亏_test,merge_sort,133616,28,16,113,39,10000,1000000000,22811279,133616,135694,1000000000,1000000000
1008,data_result,胜率赔率_test,merge_sort,133616,26,14,127,39,10000,1000000000,19883150,133616,135452,1000000000,1000000000
1009,data_result,胜赔频率_test,merge_sort,133616,27,19,130,39,10000,1000000000,25028713,133616,136007,1000000000,1000000000
1010,data_result,初级目标_test,merge_sort,133616,29,17,118,39,10000,1000000000,22807195,133616,135734,1000000000,1000000000
1011,data_result,整体目标_test,merge_sort,133616,27,17,114,39,10000,1000000000,23370853,133616,135814,1000000000,1000000000
1012,data_result,综合目标_test,merge_sort,133616,28,14,128,39,10000,1000000000,24745207,133616,136380,1000000000,1000000000
1013,Sheet1 (Nike Dataset)_Sheet1 (1),Price per Unit,merge_sort,124016,33,19,132,39,9360,1000000000,26613998,124016,130810,1000000000,1000000000
1014,Sheet1 (Nike Dataset)_Sheet1 (1),Total Sales,merge_sort,124016,32,20,123,39,9360,1000000000,29360742,124016,132425,1000000000,1000000000
1015,Sheet1 (Nike Dataset)_Sheet1 (1),Units Sold,merge_sort,124016,31,17,120,39,9360,1000000000,26326026,124016,131307,1000000000,1000000000
1016,SBIN.NS,Open,merge_sort,37582,26,21,109,39,3206,1000000000,1131575,37582,45155,1000000000,1000000000
1017,SBIN.NS,High,merge_sort,37582,27,22,113,39,3206,1000000000,1128167,37582,45472,1000000000,1000000000
1018,SBIN.NS,Low,merge_sort,37582,27,21,116,39,3206,1000000000,1133564,37582,44675,1000000000,1000000000
1019,SBIN.NS,Close,merge_sort,37582,27,21,115,39,3206,1000000000,1129309,37582,45163,1000000000,1000000000
1020,SBIN.NS,Adj Close,merge_sort,37582,26,21,112,39,3206,1000000000,1014310,37582,45092,1000000000,1000000000
1021,SBIN.NS,Volume,merge_sort,37582,31,20,125,39,3206,1000000000,2623430,37582,46075,1000000000,1000000000
1022,Organizations,Id,insertion_sort,907,0,0,39,39,908,1000000000,907,8964,5416,1000000000,1000000000
1023,synthetic_grocery_data,Price,merge_sort,8579,30,17,121,39,873,1000000000,180858,8579,10578,1000000000,1000000000
1024,synthetic_grocery_data,Volume Purchased,merge_sort,8579,31,16,123,39,873,1000000000,163075,8579,10649,1000000000,1000000000
1025,synthetic_grocery_data,Total Price,merge_sort,8579,28,16,117,39,873,1000000000,180697,8579,10995,1000000000,1000000000
1026,earthquake_dataset, Latitude,merge_sort,13132,30,18,123,39,1265,1000000000,397874,13132,15004,1000000000,1000000000
1027,earthquake_dataset, Longitude,merge_sort,13132,30,21,118,39,1265,1000000000,412328,13132,14827,1000000000,1000000000
1028,earthquake_dataset, Magnitude,merge_sort,13132,30,17,125,39,1265,1000000000,356215,13132,14117,1000000000,1000000000
1029,pandemics,year,timsort,7104,4,3,59,39,858,1000000000,35096,8414,7104,1000000000,1000000000
1030,pandemics,start_year,insertion_sort,1009,2,2,49,39,858,1000000000,1009,8414,5223,1000000000,1000000000
1031,pandemics,mid_death_toll,timsort,8239,24,9,130,39,858,1000000000,229623,8414,8239,1000000000,1000000000
1032,winequality-red (1),fixed_acidity,merge_sort,17128,32,16,129,39,1598,1000000000,752005,17128,20525,1000000000,1000000000
1033,winequality-red (1),volatile_acidity,merge_sort,17128,31,20,130,39,1598,1000000000,632570,17128,20333,1000000000,1000000000
1034,winequality-red (1),citric_acid,merge_sort,17128,31,18,136,39,1598,1000000000,689078,17128,20257,1000000000,1000000000
1035,winequality-red (1),residual_sugar,merge_sort,17128,30,19,123,39,1598,1000000000,656546,17128,20239,1000000000,1000000000
1036,winequality-red (1),chlorides,merge_sort,17128,32,17,129,39,1598,1000000000,714479,17128,20215,1000000000,1000000000
1037,winequality-red (1),free_sulfur_dioxide,merge_sort,17128,31,17,128,39,1598,1000000000,582367,17128,19955,1000000000,1000000000
1038,winequality-red (1),total_sulfur_dioxide,merge_sort,17128,31,19,126,39,1598,1000000000,681895,17128,20223,1000000000,1000000000
1039,winequality-red (1),density,merge_sort,17128,32,19,119,39,1598,1000000000,805806,17128,20474,1000000000,1000000000
1040,winequality-red (1),pH,merge_sort,17128,26,19,105,39,1598,1000000000,566696,17128,20434,1000000000,1000000000
1041,winequality-red (1),sulphates,merge_sort,17128,31,19,123,39,1598,1000000000,658913,17128,20363,1000000000,1000000000
1042,winequality-red (1),alcohol,merge_sort,17128,29,17,120,39,1598,1000000000,496233,17128,20260,1000000000,1000000000
1043,winequality-red (1),quality,timsort,17026,32,12,122,39,1598,1000000000,379718,17128,17026,1000000000,1000000000
1044,ForumMessageVotes,Id,timsort,129772,22,18,107,39,10000,1000000000,11625834,133616,129772,1000000000,1000000000
1045,ForumMessageVotes,ForumMessageId,insertion_sort,9999,0,0,39,39,10000,1000000000,9999,133616,99500,1000000000,1000000000
